match_id,match_number,date,group,player_id,player_name,team_id,team,opponent_id,position,is_starter,prior_squad_selections,prior_appearances,appearance_rate,starter_rate,expected_minutes,goals_per90_smoothed,attempts_per90_smoothed,on_target_per90_smoothed,recent_attempts_per90,recent_on_target_per90,team_goals_per_match,team_xg_per_match,team_attempts_per_match,opponent_goals_allowed_per_match,opponent_xg_allowed_per_match,opponent_sot_allowed_per_match,days_rest,knockout,scored,scored_any,goals,appeared,actual_minutes,actual_attempts,actual_on_target,baseline_probability
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_vladimir_coufal,Vladimir COUFAL,CZE,Czechia,KOR,DF,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,90.0,0,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_stepan_chaloupek,Stepan CHALOUPEK,CZE,Czechia,KOR,DF,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,90.0,0,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_ladislav_krejci,Ladislav KREJCI,CZE,Czechia,KOR,DF,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,1,1,1,1,90.0,1,1,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_patrik_schick,Patrik SCHICK,CZE,Czechia,KOR,FW,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,64.0,0,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_pavel_sulc,Pavel SULC,CZE,Czechia,KOR,FW,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,64.0,1,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_lukas_provod,Lukas PROVOD,CZE,Czechia,KOR,MF,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,64.0,0,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_jaroslav_zeleny,Jaroslav ZELENY,CZE,Czechia,KOR,DF,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,90.0,0,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_tomas_soucek,Tomas SOUCEK,CZE,Czechia,KOR,MF,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,90.0,1,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_alexandr_sojka,Alexandr SOJKA,CZE,Czechia,KOR,MF,1,0,0,0.5,0.5,80.0,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,85.0,0,0,0.08505277126996902
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_jindrich_stanek,Jindrich STANEK,CZE,Czechia,KOR,GK,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_lukas_hornicek,Lukas HORNICEK,CZE,Czechia,KOR,GK,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_david_zima,David ZIMA,CZE,Czechia,KOR,DF,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_tomas_holes,Tomas HOLES,CZE,Czechia,KOR,DF,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_vladimir_darida,Vladimir DARIDA,CZE,Czechia,KOR,MF,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_adam_hlozek,Adam HLOZEK,CZE,Czechia,KOR,FW,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,26.0,2,1,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_jan_kuchta,Jan KUCHTA,CZE,Czechia,KOR,FW,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_lukas_cerv,Lukas CERV,CZE,Czechia,KOR,MF,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_mojmir_chytil,Mojmir CHYTIL,CZE,Czechia,KOR,FW,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,5.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_david_jurasek,David JURASEK,CZE,Czechia,KOR,DF,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,0,0.0,0,0,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_michal_sadilek,Michal SADILEK,CZE,Czechia,KOR,MF,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,26.0,2,2,0.008519060941516998
2026-M002-KOR-CZE,2,2026-06-11,Group A,CZE_tomas_chory,Tomas CHORY,CZE,Czechia,KOR,FW,0,0,0,0.5,0.5,7.699999999999999,0.1,0.5,0.2,0.5,0.2,1.0,0.9400000000000001,9.5,1.0,0.9400000000000001,3.0,7.0,0,0,0,0,1,26.0,0,0,0.008519060941516998
