row_id,match_id,date,round,matchweek,team,opponent,goals_for,goals_against,is_listed_home,team_is_host,opponent_is_host,attendance,venue,referee,is_knockout,went_to_extra_time,went_to_pens
193,97,2026-07-09,Quarter-finals,,France,Morocco,2,0,True,False,False,63811,Gillette Stadium,Facundo Tello,True,False,False
194,97,2026-07-09,Quarter-finals,,Morocco,France,0,2,False,False,False,63811,Gillette Stadium,Facundo Tello,True,False,False
195,98,2026-07-10,Quarter-finals,,Spain,Belgium,2,1,True,False,False,70492,SoFi Stadium,Michael Oliver,True,False,False
196,98,2026-07-10,Quarter-finals,,Belgium,Spain,1,2,False,False,False,70492,SoFi Stadium,Michael Oliver,True,False,False
197,99,2026-07-11,Quarter-finals,,Norway,England,1,2,True,False,False,64478,Hard Rock Stadium,Clément Turpin,True,True,False
198,99,2026-07-11,Quarter-finals,,England,Norway,2,1,False,False,False,64478,Hard Rock Stadium,Clément Turpin,True,True,False
199,100,2026-07-11,Quarter-finals,,Argentina,Switzerland,3,1,True,False,False,69045,GEHA Field at Arrowhead Stadium,João Pinheiro,True,True,False
200,100,2026-07-11,Quarter-finals,,Switzerland,Argentina,1,3,False,False,False,69045,GEHA Field at Arrowhead Stadium,João Pinheiro,True,True,False
201,101,2026-07-14,Semi-finals,,France,Spain,0,2,True,False,False,70176,AT&T Stadium,Iván Barton,True,False,False
202,101,2026-07-14,Semi-finals,,Spain,France,2,0,False,False,False,70176,AT&T Stadium,Iván Barton,True,False,False
203,102,2026-07-15,Semi-finals,,England,Argentina,1,2,True,False,False,68239,Mercedes-Benz Stadium,Ismail Elfath,True,False,False
204,102,2026-07-15,Semi-finals,,Argentina,England,2,1,False,False,False,68239,Mercedes-Benz Stadium,Ismail Elfath,True,False,False
205,103,2026-07-18,Third-place match,,France,England,4,6,True,False,False,64478,Hard Rock Stadium,Jesús Valenzuela,True,False,False
206,103,2026-07-18,Third-place match,,England,France,6,4,False,False,False,64478,Hard Rock Stadium,Jesús Valenzuela,True,False,False
207,104,2026-07-19,Final,,Spain,Argentina,1,0,True,False,False,80663,MetLife Stadium,Slavko Vinčič,True,True,False
208,104,2026-07-19,Final,,Argentina,Spain,0,1,False,False,False,80663,MetLife Stadium,Slavko Vinčič,True,True,False
